d_geo_continent,d_geo_country,d_geo_region,m_visits,m_page_views,m_page_views_per_entering_visits,m_page_views_per_visits,m_bounce_rate,m_bq,m_bounces,m_time_spent,m_time_spent_per_pages,m_entry_rate,m_entering_visits,m_time_spent_per_visits,Months,Years
Europe,France,Bretagne,15738,51533,5.7777629471,3.2744313127,0.5239547592,92.7767583689,8246,3914890,90.4403169543,0.4760452408,7492,522.5427122264,february,2015
Europe,France,Aquitaine,15545,51356,5.716938883,3.3036989386,0.5116114506,87.2142940113,7953,3608053,83.1291154989,0.4883885494,7592,475.2440727081,february,2015
Europe,France,Midi-Pyrénées,15155,47164,5.3115571121,3.1121082151,0.5101286704,63.974010948,7731,2400015,60.8631095783,0.4898713296,7424,323.2778825431,february,2015
Europe,France,Auvergne,13481,53165,5.9791718946,3.9436985387,0.4087975669,77.3437160263,5511,2499472,52.4504133966,0.5912024331,7970,313.6100376412,february,2015
Europe,France,Nord-Pas-de-Calais,13040,39041,5.4575690039,2.9939417178,0.5526840491,64.7504196698,7207,2087776,65.583212917,0.4473159509,5833,357.9249099949,february,2015
Europe,France,Centre,12253,41045,5.6229929351,3.3497918877,0.4917163144,67.9096016648,6025,2034257,58.0884351799,0.5082836856,6228,326.6308606294,february,2015
Europe,France,Poitou-Charentes,10110,34623,5.7149451818,3.4246290801,0.4857566766,75.6371178238,4911,1940388,65.306542811,0.5142433234,5199,373.2233121754,february,2015
Europe,France,Alsace,9172,26556,4.9990798252,2.8953336241,0.5260575665,53.3300692196,4825,1156065,53.1988863835,0.4739424335,4347,265.9454796411,february,2015
Europe,France,Basse-Normandie,8207,27276,5.3746272081,3.3235043256,0.4688680395,70.8157624356,3848,1475442,62.9777189688,0.5311319605,4359,338.481761872,february,2015
Europe,France,Haute-Normandie,8197,26477,5.3857965451,3.2300841771,0.4915212883,58.4699512026,4029,1110838,49.4849429793,0.5084787117,4168,266.5158349328,february,2015
Europe,France,Bourgogne,7221,23492,5.4311002179,3.2532890181,0.4914831741,61.8914530488,3549,1064598,53.3820388106,0.5085168259,3672,289.9232026144,february,2015
Europe,France,Picardie,6739,21914,5.4462349839,3.2518177771,0.4935450364,74.1401289675,3326,1291347,69.4720787605,0.5064549636,3413,378.3612657486,february,2015
Europe,France,Lorraine,6419,18317,5.2813961857,2.8535597445,0.5670665213,56.3588168435,3640,863174,58.8113374668,0.4329334787,2779,310.6059733717,february,2015
Europe,France,Champagne-Ardenne,4227,14361,5.7421619092,3.3974449965,0.4944405015,68.5417159403,2090,702912,57.2823730747,0.5055594985,2137,328.9246607394,february,2015
Europe,France,Franche-Comté,4063,12335,5.3263598326,3.0359340389,0.5294117647,53.3404508272,2151,491857,48.297034564,0.4705882353,1912,257.2473849372,february,2015
Europe,Belgique,bruxelles-capitale,3436,10648,5.576142132,3.0989522701,0.5413271246,84.5125849662,1860,768430,87.4408284024,0.4586728754,1576,487.5824873096,february,2015
Amérique du Nord,Canada,Québec,2827,7993,5.3266331658,2.8273788468,0.5776441457,58.3421451238,1633,397776,62.5433962264,0.4223558543,1194,333.1457286432,february,2015
Europe,Royaume Uni,Greater London,2587,8544,5.2948810382,3.3026671821,0.4638577503,68.3411212683,1200,444371,60.5080337691,0.5361422497,1387,320.3828406633,february,2015
Asie,Thaïlande,Krung Thep,2442,11007,6.225747407,4.5073710074,0.3288288288,77.672046166,803,402432,39.4386515092,0.6711711712,1639,245.5350823673,february,2015
Europe,Suisse,Zurich,2135,9824,6.878440367,4.6014051522,0.38735363,145.6291023202,827,885718,98.4459264199,0.61264637,1308,677.1544342508,february,2015
Europe,Norvège,Østlandet,1810,3129,3.5562015504,1.7287292818,0.7149171271,55.599928219,1294,230518,125.6228882834,0.2850828729,516,446.7403100775,february,2015
Europe,Suisse,Vaud,1745,5797,5.3198294243,3.3220630372,0.4624641834,66.0376482544,807,283652,56.8440881764,0.5375358166,938,302.4008528785,february,2015
Europe,France,Limousin,1719,4782,5.0355731225,2.7818499127,0.5584642234,56.160859572,960,235308,61.5667189953,0.4415357766,759,310.023715415,february,2015
Europe,Italie,Lombardia,1615,5497,5.1877022654,3.4037151703,0.426006192,66.7623927555,688,265696,55.2497400707,0.573993808,927,286.619201726,february,2015
Amérique du Nord,Etats Unis,Washington,1541,3564,3.9837758112,2.3127839066,0.5600259572,39.9547403952,863,144408,53.4646427249,0.4399740428,678,212.9911504425,february,2015
Europe,Italie,Lazio,1513,4725,4.855942377,3.1229345671,0.4494382022,57.6197203949,680,209082,51.6889987639,0.5505617978,833,250.9987995198,february,2015
Europe,France,La Réunion,1478,4703,5.9012158055,3.1820027064,0.5548037889,78.1753566011,820,292778,75.3999484934,0.4451962111,658,444.9513677812,february,2015
Europe,Belgique,Province de Liège,1350,3635,4.8210702341,2.6925925926,0.557037037,57.2165110389,752,193251,67.0312174818,0.442962963,598,323.1622073579,february,2015
Europe,Suisse,Genève,1321,4290,5.6463223787,3.2475397426,0.5162755488,68.8781203059,682,225180,62.411308204,0.4837244512,639,352.3943661972,february,2015
Europe,France,Guadeloupe,1292,4039,5.5255354201,3.1261609907,0.5301857585,70.9389816344,685,232408,69.2927847346,0.4698142415,607,382.8797364086,february,2015
Amérique du Nord,Etats Unis,Californie,1187,3624,5.1587030717,3.0530749789,0.5063184499,52.9325302818,601,142851,47.2547138604,0.4936815501,586,243.7730375427,february,2015
Europe,Italie,Piemonte,1185,3980,5.0215827338,3.358649789,0.4135021097,56.970409452,490,151341,43.3641833811,0.5864978903,695,217.7568345324,february,2015
Amérique du Nord,Etats Unis,New York,1136,5723,8.5444078947,5.0378521127,0.4647887324,282.8955068151,528,884091,170.1811357074,0.5352112676,608,1454.0970394737,february,2015
Afrique,Maroc,Rabat-Salé-Zemmour-Zaër,1121,3603,5.5127272727,3.2140945584,0.5093666369,47.3008534051,571,103971,34.2912269129,0.4906333631,550,189.0381818182,february,2015
Europe,Italie,Toscana,1117,4559,6.5605815832,4.0814682184,0.4458370636,131.8654719668,498,414162,101.985225314,0.5541629364,619,669.0823909532,february,2015
Europe,Allemagne,Rhénanie du nord Westphalie,1097,3978,5.6693679092,3.6262534184,0.4375569736,96.5784095014,480,292351,83.5766152087,0.5624430264,617,473.8265802269,february,2015
Europe,Italie,Sardegna,1056,4981,8.6065891473,4.7168560606,0.5113636364,202.4844740494,540,562437,126.6464760189,0.4886363636,516,1089.9941860465,february,2015
Europe,Allemagne,Bavière,1000,2898,4.8036072144,2.898,0.501,57.0441231263,501,141021,58.832290363,0.499,499,282.6072144289,february,2015
Europe,Belgique,Province de Hainaut,966,2372,4.2621809745,2.4554865424,0.5538302277,49.9733140782,535,120747,65.7305389222,0.4461697723,431,280.1554524362,february,2015
Europe,Allemagne,Bade-Wurtemberg,960,3417,5.6711026616,3.559375,0.4520833333,110.5830080858,434,301972,101.230975528,0.5479166667,526,574.0912547529,february,2015
Afrique,Maroc,Grand Casablanca,945,2587,4.8364485981,2.7375661376,0.5470899471,44.0493346607,517,91117,44.0178743961,0.4529100529,428,212.8901869159,february,2015
Europe,France,Nouvelle Calédonie,871,3686,7.014957265,4.2319173364,0.4626865672,140.5959908138,403,338607,103.1395065489,0.5373134328,468,723.5192307692,february,2015
Europe,Luxembourg,Luxembourg,865,3192,6.6480582524,3.6901734104,0.523699422,84.6362939344,453,179395,65.4965315809,0.476300578,412,435.4247572816,february,2015
Europe,Royaume Uni,East England,839,2811,4.944,3.3504171633,0.4040524434,52.9209632765,339,93538,37.8389967638,0.5959475566,500,187.076,february,2015
Amérique du Nord,Etats Unis,Floride,801,3182,5.9296066253,3.9725343321,0.3970037453,69.1943886798,318,121895,42.561103352,0.6029962547,483,252.3706004141,february,2015
Europe,Islande,Reykjavik,770,1507,3.3546325879,1.9571428571,0.5935064935,27.6157056056,457,45163,43.0123809524,0.4064935065,313,144.2907348243,february,2015
Afrique,Tunisie,Tunis,769,1670,4.1614035088,2.1716514954,0.6293888166,41.7567709307,484,76161,64.2166947723,0.3706111834,285,267.2315789474,february,2015
Europe,Royaume Uni,South East England,749,2089,4.7853107345,2.7890520694,0.5273698264,46.1406695017,395,77306,45.6351829988,0.4726301736,354,218.3785310734,february,2015
Afrique,Gabon,estuaire,745,2524,4.753164557,3.3879194631,0.3637583893,87.5910939104,271,185413,82.2960497115,0.6362416107,474,391.1666666667,february,2015
Europe,France,Martinique,742,2134,5,2.8760107817,0.5309973046,49.5515946991,394,83599,48.0454022989,0.4690026954,348,240.2270114943,february,2015
Europe,Espagne,Catalogne,739,3420,6.8665207877,4.6278755074,0.3815967524,112.436440394,282,217174,69.2077756533,0.6184032476,457,475.2166301969,february,2015
Afrique,Île Maurice,port louis city,723,3002,5.9329004329,4.1521438451,0.3609958506,104.7024277833,261,208046,75.9014958045,0.6390041494,462,450.316017316,february,2015
Afrique,Algérie,Alger,704,1385,4.0132743363,1.9673295455,0.6789772727,41.468176106,478,68303,75.3065049614,0.3210227273,226,302.2256637168,february,2015
Europe,Monaco,monaco-ville,654,2203,6.1979865772,3.3685015291,0.5443425076,65.3378521752,356,98151,53.1407688143,0.4556574924,298,329.3657718121,february,2015
Amérique du Sud,Brésil,Sao Paulo,627,3605,7.3905579399,5.7496012759,0.2567783094,202.9633579842,161,383208,111.2682926829,0.7432216906,466,822.3347639485,february,2015
Europe,Italie,Emilia Romagna,603,1900,4.8948948949,3.1509121061,0.447761194,89.7237687887,270,153683,94.2840490798,0.552238806,333,461.5105105105,february,2015
Europe,Italie,Liguria,596,1651,4.1777108434,2.7701342282,0.4429530201,58.6718613981,264,91445,65.9300648882,0.5570469799,332,275.436746988,february,2015
Europe,Allemagne,Hesse,589,1667,4.85,2.8302207131,0.5246179966,63.4902578466,309,96545,71.0935198822,0.4753820034,280,344.8035714286,february,2015
Europe,Espagne,Madrid,589,1955,5.8268551237,3.3191850594,0.519524618,117.8375181516,306,192556,116.7713765919,0.480475382,283,680.4098939929,february,2015
Europe,Suisse,Berne,576,1879,4.8664688427,3.2621527778,0.4149305556,69.6132253132,239,104332,63.6170731707,0.5850694444,337,309.590504451,february,2015
Europe,Pays-bas,Noord Holland,565,1584,4.3966666667,2.803539823,0.4690265487,61.1164828823,265,90646,68.7232752085,0.5309734513,300,302.1533333333,february,2015
Europe,France,polynesie francaise,530,1466,4.6705882353,2.7660377358,0.5188679245,64.8626470818,275,90563,76.0394626364,0.4811320755,255,355.1490196078,february,2015
Europe,Portugal,Lisbonne,520,2145,6,4.125,0.375,69.8113071922,195,77265,39.6230769231,0.625,325,237.7384615385,february,2015
Europe,Suisse,Valais,511,1718,5.571969697,3.362035225,0.4833659491,92.9154063241,247,130100,88.4432358939,0.5166340509,264,492.803030303,february,2015
Amérique du Nord,Canada,Ontario,480,1533,5.3875,3.19375,0.5,74.894905649,240,93774,72.524361949,0.5,240,390.725,february,2015
Afrique,Sénégal,Dakar,474,1399,5.1294642857,2.9514767932,0.5274261603,51.9632779322,250,56459,49.137510879,0.4725738397,224,252.0491071429,february,2015
Europe,Allemagne,Berlin,470,1648,5.887966805,3.5063829787,0.4872340426,121.924838177,229,161853,114.0613107822,0.5127659574,241,671.5892116183,february,2015
Amérique du Nord,République Dominicaine,Distrito Nacional,464,2384,6.6973293769,5.1379310345,0.2737068966,85.3697163128,127,77436,34.3092600798,0.7262931034,337,229.7804154303,february,2015
Amérique du Nord,Etats Unis,Arizona,454,521,4.9411764706,1.1475770925,0.9625550661,35.9675598196,437,8850,105.3571428571,0.0374449339,17,520.5882352941,february,2015
Europe,France,Guyane,449,1157,4.323943662,2.5768374165,0.5256124722,75.1306907337,236,93219,101.2149837134,0.4743875278,213,437.6478873239,february,2015
Asie,Thaïlande,Phaket,433,1781,5.7464788732,4.1131639723,0.3441108545,72.0895251713,149,69029,42.2971813725,0.6558891455,284,243.0598591549,february,2015
Europe,Belgique,Province d'Anvers,414,3051,13.0963302752,7.3695652174,0.4734299517,962.161370817,196,905432,317.1390542907,0.5265700483,218,4153.3577981651,february,2015
Afrique,Madagascar,Antananarivo,381,1277,5.0542986425,3.3517060367,0.4199475066,117.7990773871,160,133459,119.4798567592,0.5800524934,221,603.8868778281,february,2015
Afrique,Maroc,Marrakech-Tensift-Al Haouz,370,1069,4.5846153846,2.8891891892,0.472972973,41.8112716128,175,31099,34.7863534676,0.527027027,195,159.4820512821,february,2015
Europe,France,Indeterminés,367,1415,6.24,3.8555858311,0.4550408719,98.515084372,167,96246,77.1201923077,0.5449591281,200,481.23,february,2015
Europe,Belgique,Brabant Flamand,359,900,4.6066666667,2.5069637883,0.5821727019,46.0279848278,209,38908,56.3068017366,0.4178272981,150,259.3866666667,february,2015
Europe,Roumanie,Bucaresti,359,2015,8.2,5.6128133705,0.3593314763,225.5629521889,129,235094,124.652173913,0.6406685237,230,1022.147826087,february,2015
Amérique du Nord,Etats Unis,Virginie,333,707,4.1428571429,2.1231231231,0.6426426426,35.9530498943,214,26959,54.6835699797,0.3573573574,119,226.5462184874,february,2015
Afrique,Côte D'Ivoire,lagunes,330,715,4.7378640777,2.1666666667,0.6878787879,63.1262385861,227,49411,101.2520491803,0.3121212121,103,479.7184466019,february,2015
Europe,Portugal,Nord,323,1186,5.2722772277,3.6718266254,0.3746130031,89.8163140481,121,79879,75.0037558685,0.6253869969,202,395.4405940594,february,2015
Europe,Belgique,Flandre orientale,322,1031,4.8956043956,3.201863354,0.4347826087,49.3461868837,140,33058,37.1021324355,0.5652173913,182,181.6373626374,february,2015
Asie,Emirats Arabes Unis,dubayy,317,1073,5.0212765957,3.3848580442,0.4069400631,56.301711298,129,39317,41.6493644068,0.5930599369,188,209.1329787234,february,2015
Asie,Thaïlande,Nonthaburi,313,1363,6,4.3546325879,0.3290734824,72.9841336156,103,47618,37.7920634921,0.6709265176,210,226.7523809524,february,2015
Océanie,Australie,New South Wales,309,2028,9.953125,6.5631067961,0.3786407767,112.817046162,117,59883,31.3359497645,0.6213592233,192,311.890625,february,2015
Europe,Belgique,Brabant Wallon,308,2622,16.6351351351,8.512987013,0.5194805195,429.7102281841,160,271697,110.3562144598,0.4805194805,148,1835.7905405405,february,2015
Europe,Suisse,Fribourg,305,2006,9.5909090909,6.5770491803,0.3508196721,124.3270144942,107,73835,38.8809899947,0.6491803279,198,372.904040404,february,2015
Europe,Autriche,Vienne,301,1013,5.1882352941,3.365448505,0.4352159468,59.0302951843,131,40700,46.1451247166,0.5647840532,170,239.4117647059,february,2015
Amérique du Sud,Brésil,Rio De Janeiro,299,1237,5.5533980583,4.1371237458,0.3110367893,73.9390269663,93,49823,43.5515734266,0.6889632107,206,241.859223301,february,2015
Europe,Suisse,Neuchâtel,294,1209,6.3823529412,4.112244898,0.4217687075,110.6709837449,124,88785,81.8294930876,0.5782312925,170,522.2647058824,february,2015
Europe,Espagne,girona,285,661,3.5234899329,2.3192982456,0.4771929825,81.1911318013,136,66637,126.9276190476,0.5228070175,149,447.2281879195,february,2015
Europe,Irlande,Leinster,283,634,4.25,2.2402826855,0.6183745583,41.5427325019,175,27655,60.2505446623,0.3816254417,108,256.0648148148,february,2015
Amérique du Nord,Mexique,Distrito Federal,283,1059,5.7317073171,3.74204947,0.4204946996,61.5237848457,119,36854,39.2063829787,0.5795053004,164,224.7195121951,february,2015
Europe,Espagne,Andalousie,279,917,5.7259259259,3.2867383513,0.5161290323,49.7243610967,144,27593,35.6959896507,0.4838709677,135,204.3925925926,february,2015
Europe,Italie,Veneto,279,912,4.8363636364,3.2688172043,0.4086021505,59.4577330888,114,39412,49.3884711779,0.5913978495,165,238.8606060606,february,2015
Asie,Israël,Tel-Aviv,275,1136,6.6644736842,4.1309090909,0.4472727273,69.3157765227,123,39244,38.7403751234,0.5527272727,152,258.1842105263,february,2015
Asie,Fédération de Russie,Moskva,275,3891,20.652173913,14.1490909091,0.3309090909,1372.4307758913,91,836434,220.1142105263,0.6690909091,184,4545.8369565217,february,2015
Europe,Pays-bas,Zuid Holland,272,1235,8.1333333333,4.5404411765,0.5036764706,169.2948420313,137,121943,111.0591985428,0.4963235294,135,903.2814814815,february,2015
Europe,Espagne,Valence,271,676,4.6160714286,2.4944649446,0.5867158672,53.379474453,159,35932,69.500967118,0.4132841328,112,320.8214285714,february,2015
Europe,Autriche,Tyrol,256,1324,6.6808510638,5.171875,0.265625,92.4402056338,68,50234,39.9952229299,0.734375,188,267.2021276596,february,2015
Europe,Danemark,Hovedstaden,254,8858,52.8313253012,34.874015748,0.3464566929,1435.8320240713,88,281054,32.0472063854,0.6535433071,166,1693.0963855422,february,2015
Europe,Suède,Stockholm,253,930,5.9416058394,3.6758893281,0.4584980237,61.6194657551,116,33355,40.9766584767,0.5415019763,137,243.4671532847,february,2015
Europe,Grèce,Attiki,238,652,5.099009901,2.7394957983,0.5756302521,60.6347639282,137,35950,69.8058252427,0.4243697479,101,355.9405940594,february,2015
Asie,Cambodge,phnom penh,224,806,6.0608695652,3.5982142857,0.4866071429,56.9366558604,109,25838,37.0703012912,0.5133928571,115,224.6782608696,february,2015
Europe,Italie,Trentino Alto Adige,223,921,5.5921052632,4.130044843,0.3183856502,58.3393098928,71,22016,25.9011764706,0.6816143498,152,144.8421052632,february,2015
Amérique du Sud,Costa Rica,San Jose,222,651,4.6666666667,2.9324324324,0.472972973,81.1763648614,105,50501,92.4926739927,0.527027027,117,431.6324786325,february,2015
Asie,Indonésie,Bali,213,890,5.1533742331,4.1784037559,0.234741784,67.6632681655,50,28894,34.3976190476,0.765258216,163,177.263803681,february,2015
Afrique,Maroc,Fès-Boulemane,207,818,5.3956834532,3.9516908213,0.3285024155,94.0694918073,68,53221,70.9613333333,0.6714975845,139,382.8848920863,february,2015
Europe,Royaume Uni,South West England,204,729,5.2338709677,3.5735294118,0.3921568627,54.0772293176,80,21825,33.6286594761,0.6078431373,124,176.0080645161,february,2015
Amérique du Nord,Etats Unis,Indeterminés,204,443,3.950617284,2.1715686275,0.6029411765,49.9293774424,123,25809,80.653125,0.3970588235,81,318.6296296296,february,2015
Amérique du Nord,Mexique,Quintana Roo,203,939,6.4518518519,4.6256157635,0.3349753695,63.3196853588,68,19602,22.5051664753,0.6650246305,135,145.2,february,2015
